,HOME,AWAY,PTS,FG%,3P%,FT%,OREB,DREB,REB,AST,BLK,TOV,PF
0,ATL,BKN,-2.6097560975609753,0.6682926829268325,0.41341463414634205,-6.121951219512212,1.47560975609756,-1.0487804878048763,0.4268292682926784,2.2195121951219505,0.12195121951219523,-0.7560975609756078,-2.865853658536583
1,BKN,BOS,-2.243902439024396,-0.9609756097560975,-2.153658536585368,-2.295121951219514,-0.2682926829268286,2.207317073170728,1.9390243902439082,-3.8170731707317067,0.5731707317073171,3.2682926829268286,0.48780487804877737
2,BOS,CHA,3.121951219512198,1.1914634146341356,1.0695121951219448,-0.6243902439024254,0.2682926829268286,-1.8902439024390176,-1.621951219512198,2.1707317073170707,-0.6097560975609753,1.7804878048780477,3.975609756097562
3,CHA,CHI,2.0243902439024453,-0.16341463414632074,1.3646341463414728,1.9121951219512425,-3.3902439024390247,0.6829268292682897,-2.707317073170728,0.4878048780487809,-0.03658536585365901,-2.0731707317073162,-1.1585365853658516
4,CHI,CLE,-7.475609756097569,-2.6085365853658615,-4.776829268292673,5.3439024390244185,2.8414634146341466,-0.2926829268292721,2.5487804878048763,-0.0853658536585371,0.8048780487804881,-0.10975609756097526,-0.37804878048780566
5,CLE,DAL,12.426829268292678,3.048780487804869,2.680487804878041,-5.332926829268345,1.451219512195122,3.719512195121954,5.170731707317074,1.8658536585365866,0.24390243902439002,1.8170731707317067,-0.9878048780487809
6,DAL,DEN,-13.80487804878048,-3.054878048780502,-1.275609756097566,2.490243902439019,-3.8902439024390247,-3.9146341463414593,-7.804878048780488,-4.536585365853657,-0.19512195121951192,-3.097560975609756,0.0
7,DEN,DET,10.390243902439025,2.2048780487805217,4.124390243902447,5.0146341463414785,0.7073170731707332,-0.012195121951222632,0.6951219512195124,4.2073170731707314,0.1585365853658538,3.085365853658537,1.2195121951219505
8,DET,GSW,-14.560975609756099,-4.712195121951233,-5.907317073170731,-6.20365853658538,1.6829268292682915,-0.4268292682926855,1.2560975609756042,-9.256097560975611,-2.987804878048781,-2.902439024390244,-1.439024390243901
9,GSW,HOU,0.5487804878048763,3.268292682926848,2.9768292682926756,1.9475609756097754,-1.487804878048781,1.5487804878048834,0.06097560975609895,5.134146341463417,2.475609756097561,-0.3536585365853657,-0.5975609756097562
10,HOU,IND,10.243902439024396,-0.2634146341463648,-1.5353658536585328,-4.129268292682923,1.8292682926829276,0.5365853658536537,2.3658536585365866,2.7560975609756078,-0.6951219512195124,1.3414634146341449,0.45121951219512013
