,HOME,AWAY,PTS,FG%,3P%,FT%,OREB,DREB,REB,AST,BLK,TOV,PF
0,ATL,BKN,-1.6843950905903,0.17057276446519154,-1.3113091759205275,-0.1144067796610102,0.22706019871420224,-1.3123904149620103,-1.0853302162478116,1.4830508474576263,0.8831092928112216,3.038866160140268,1.8232028053769724
1,BKN,BOS,-0.6949152542372872,-1.4136762127410663,-1.195587375803612,-6.790765634132114,0.9625949736995896,0.002045587375803848,0.9646405610753988,-2.396843950905904,-1.4520748100526006,2.081823495032145,1.1423144360023407
2,BOS,CHA,2.228070175438603,1.5893526920750105,1.8835148215366146,4.102540834845755,0.13672111312764734,0.5284331518451282,0.6651542649727773,3.203266787658805,0.5145190562613431,0.68118572292801,1.3402903811252251
3,CHA,CHI,7.599516031457952,-0.14797338173019625,-0.36454930429524524,-1.4835753176043482,1.897761645493043,0.40260133091349104,2.3003629764065323,1.2105263157894726,0.70961887477314,-2.2156684815487004,-1.409255898366606
4,CHI,CLE,0.20689655172412813,1.0310344827586349,0.3913793103448384,1.0620689655172697,-2.724137931034482,2.086206896551726,-0.6379310344827616,1.3448275862068968,1.8965517241379306,1.1206896551724146,0.275862068965516
5,CLE,DAL,-5.736237144585601,-0.8006049606775747,0.438082274652146,4.058348457350263,0.58076225045372,-3.383545069570477,-2.802782819116757,-1.976406533575318,-1.816696914700544,-1.7295825771324864,0.5895341802782816
6,DAL,DEN,-3.2807017543859587,-2.3192982456140143,-0.6017543859649166,-2.6333333333333826,-1.7894736842105257,1.0350877192982466,-0.7543859649122808,-4.94736842105263,-0.1578947368421053,1.8947368421052637,-0.21052631578947256
7,DEN,DET,5.428884711779446,3.4097431077694225,1.700125313283202,1.8276942355890071,0.7659774436090228,0.08552631578947256,0.8515037593984971,5.239661654135336,0.7227443609022557,-1.3468045112781954,-2.571741854636592
8,DET,GSW,-12.253446115288213,-5.293953634085227,-4.587844611528823,-6.455764411027545,1.269110275689222,-2.2083333333333357,-0.9392230576441065,-7.1343984962406,-2.6701127819548875,0.8555764411027571,0.9752506265664174
9,GSW,HOU,5.666666666666657,4.312280701754375,3.6000000000000156,3.1631578947368126,-0.6140350877192979,5.385964912280706,4.771929824561404,8.719298245614034,1.1754385964912286,0.15789473684210442,-1.05263157894737
10,HOU,IND,5.019661222020574,-3.1202359346642297,-2.381367211131291,2.234724742891686,1.4773139745916506,-3.1905626134301315,-1.713248638838479,-5.349062310949787,0.2982456140350873,-0.14216575922564978,3.4252873563218387
11,IND,LAC,-6.133547632963186,0.7414669783752288,-1.8752191700759653,-2.708825248392742,-0.3693746347165394,-1.421390999415543,-1.790765634132086,2.798363530099355,0.1864406779661021,-0.747516072472239,-3.87726475745178
12,LAC,LAL,2.0086232530478725,-0.20719595599167917,5.074130240856363,10.23725840023792,-0.5640796907523047,-1.3003270889087162,-1.8644067796610173,-1.6422836752899173,-0.6776687481415404,-1.2506690454950942,2.3993458221825748
13,LAL,MEM,11.652393696104681,2.283467142432343,0.06485280999108767,-7.867766874814194,1.9708593517692545,4.571513529586682,6.542372881355931,1.3202497769848343,-0.18673803151947688,1.7930419268510267,-1.4840915848944398
14,MEM,MIA,-4.460351089588386,0.38952784503634774,-1.5141949152542438,8.2168583535109,-3.3840799031477005,-2.836864406779661,-6.220944309927361,-0.15859564164648887,0.052966101694915224,-1.2375907990314765,1.2926755447941893
15,MIA,MIL,-11.858709273182953,-3.2887844611529076,0.39846491228070846,-8.817512531328305,2.5360275689223055,-4.682017543859651,-2.1459899749373434,-2.389724310776945,-0.30482456140350855,1.0936716791979944,0.9107142857142847
16,MIL,MIN,5.035087719298247,2.71403508771931,-0.7929824561403436,-2.2105263157894512,-2.754385964912281,6.508771929824562,3.754385964912281,1.6315789473684212,0.7368421052631575,1.0,-0.2982456140350891
17,MIN,NOP,-3.732976509069289,-2.5198632173654687,0.9493904252155829,2.7179601546238104,0.8227772821885235,-2.7356526910496584,-1.912875408861133,-2.235801367826344,-0.5188819506393099,-1.0255724055902462,-1.108534046981859
18,NOP,NYK,10.29982466393922,4.782174167153727,1.1748684979543995,-0.4984804208065441,0.0353594389246048,2.6028638223261282,2.6382232612507295,6.865867913500875,1.0394506136762125,0.598772647574517,-0.0070134424313295085
19,NYK,OKC,-10.110707803992739,-3.286872353297035,-2.2084694494857757,5.177011494252866,-1.2791893526920752,-2.3233514821536616,-3.6025408348457333,-3.489715668481548,-0.5907441016333941,-0.5030248033877793,-0.9019963702359313
20,OKC,ORL,9.607493309545049,1.2402914064822994,0.31665179898899254,-6.741242937853073,2.7523044900386555,0.805233422539402,3.5575379125780557,-1.545643770443057,-0.3131132917038357,0.7008623253047865,3.1293487957181085
21,ORL,PHI,-10.100233781414374,-2.4861776738749413,-0.8719754529514958,0.8918176504967619,-0.9903565166569255,-1.5853302162478116,-2.5756867329047353,-2.44739918176505,0.0935125657510234,-2.059906487434249,-2.710111046171832
22,PHI,PHX,9.981589713617765,1.8200759789597072,3.6923144360023343,-0.09520748100521814,1.346288720046756,5.517533606078317,6.863822326125074,3.5829924021040327,0.49970777323202764,-0.34687317358269887,-2.06954997077732
23,PHX,POR,-7.3835860838537,-0.7478739220933761,-4.17032411537317,-3.5518584597086402,-2.160868272375854,-5.316384180790962,-7.47725245316682,0.9714540588760059,-0.034493012191495254,1.863812072554266,3.509961344038061
24,POR,SAC,-0.08771929824561653,-0.11052631578947114,-1.1228070175438631,10.63333333333334,0.35087719298245545,2.1929824561403564,2.5438596491228083,-2.8070175438596507,0.33333333333333304,-0.035087719298244835,-1.4736842105263186
25,SAC,SAS,1.0645257210823615,-1.3432946773713823,-3.444157002676185,-11.898424026167092,1.6235504014272983,-0.6562592922985431,0.9672911091287517,0.9372584002378836,0.24353256021409475,1.561106155218555,3.438299137674697
26,SAS,TOR,-1.9830508474576192,0.7779661016948936,6.706779661016959,1.4101694915254086,-0.983050847457628,-0.15254237288135641,-1.1355932203389827,0.05084745762711762,-0.8474576271186445,-1.4237288135593218,-2.881355932203391
27,TOR,UTA,5.129051442164723,1.0144513826940198,0.26895628902766333,7.542640499553983,0.5524829021706807,-0.6122509663990527,-0.05976806422836489,-0.3389830508474567,-0.22063633660422255,-1.3479036574487075,0.3728813559322042
28,UTA,WAS,-4.720810647307914,-0.8056261343012565,-0.43248638838476694,-2.1992740471869467,0.7707199032062917,3.613127646702967,4.383847549909255,-1.5862068965517224,0.750151240169389,1.1769509981851183,-0.2586206896551708
29,ATL,BOS,-2.379310344827587,-1.2431034482758747,-2.5068965517241395,-6.9051724137931245,1.1896551724137918,-1.3103448275862064,-0.12068965517241281,-0.9137931034482776,-0.568965517241379,5.120689655172413,2.965517241379313
30,BKN,CHA,1.5331549212013158,0.17567647933394426,0.6879274457330027,-2.6882247992863597,1.099316086827237,0.530478739220932,1.629794826048176,0.8064228367529012,-0.9375557537912576,2.763009217960155,2.482604817127566
31,BOS,CHI,9.827586206896555,1.4413793103448143,1.5189655172413694,2.6189655172414064,2.0344827586206904,0.9310344827586192,2.9655172413793096,4.413793103448278,1.224137931034483,-1.5344827586206904,-0.06896551724138078
32,CHA,CLE,7.80641258318208,0.8830611010284386,0.02683000604959318,-0.42150635208707854,-0.8263762855414392,2.488808227465217,1.6624319419237708,2.5553539019963694,2.6061705989110706,-1.0949788263762859,-1.13339382940109
33,CHI,DAL,-5.529340592861473,0.23042952208106016,0.8294615849969844,5.120417422867533,-2.143375680580762,-1.2973381730187512,-3.4407138535995188,-0.6315789473684212,0.07985480943738654,-0.6088929219600718,0.8653962492437977
34,CLE,DEN,-9.01693889897156,-3.119903206291589,-0.1636721113127706,1.4250151240168805,-1.2087114337568057,-2.3484573502722306,-3.557168784029038,-6.923774954627948,-1.9745916515426494,0.1651542649727773,0.3790078644888091
35,DAL,DET,2.1481829573934874,1.0904448621554081,1.0983709273182853,-0.8056390977443755,-1.023496240601503,1.1206140350877192,0.09711779448621627,0.29229323308270594,0.5648496240601504,0.5479323308270683,-2.7822681704260646
36,DEN,GSW,-6.824561403508767,-1.8842105263158047,-2.887719298245621,-4.628070175438538,2.035087719298245,-2.122807017543863,-0.08771929824560942,-1.8947368421052637,-1.9473684210526319,-0.49122807017543835,-1.5964912280701746
37,DET,HOU,-6.586779448621556,-0.9816729323308522,-0.9878446115288071,-3.292606516290732,0.6550751879699241,3.17763157894737,3.8327067669172976,1.5848997493734345,-1.494674185463659,1.0134711779448615,-0.07738095238095255
38,GSW,IND,10.68632788868723,1.1920447670901453,1.2186327888687245,5.3978826376284985,0.8632788868723527,2.195402298850574,3.058681185722925,3.3702359346642474,1.473684210526316,0.015728977616454642,2.3726557773744688
39,HOU,LAC,-1.1138864109426123,-2.378768956289001,-4.256586381207256,-0.4741005055010561,1.1079393398751112,-4.611953612845674,-3.504014272970565,-2.550698780850432,0.4846862920011894,-0.8896818316978887,-0.4519774011299411
40,IND,LAL,-4.1249243799153135,0.5342710223835496,3.1989110707803974,7.528433151845178,-0.9334543254688441,-2.721718088324259,-3.655172413793103,1.1560798548094375,-0.49122807017543835,-1.9981851179673331,-1.477918935269205
41,LAC,MEM,13.661016949152554,2.076271186440664,5.13898305084745,2.369491525423726,1.4067796610169498,3.2711864406779654,4.6779661016949134,-0.322033898305083,-0.8644067796610173,0.5423728813559325,0.9152542372881349
42,LAL,MIA,7.192042606516296,2.672994987468691,-1.449342105263156,0.34909147869670676,-1.413220551378446,1.7346491228070207,0.3214285714285694,1.1616541353383454,-0.13377192982456165,0.5554511278195502,-0.19141604010025048
43,MEM,MIL,-16.31906036277134,-2.89925661611656,-1.1157300029735353,-0.6006541778174039,-0.8480523342253949,-7.518881950639312,-8.366934284864705,-2.5483199524234337,-0.25185845970859333,-0.14391911983348216,2.203389830508474
44,MIA,MIN,-6.823621553884706,-0.5747493734335976,-0.3945175438596351,-11.028038847117756,-0.2183583959899753,1.826754385964911,1.6083959899749374,-0.7581453634085236,0.43201754385964897,2.0936716791979944,0.6124686716791956
45,MIL,NOP,1.3021112102289578,0.1941718703538413,0.15640796907523935,0.5074338388343591,-1.9316086827237573,3.7731192387749033,1.8415105560511478,-0.6042224204579227,0.21796015462384766,-0.025572405590246206,-1.406779661016948
46,MIN,NYK,6.5668481548699305,2.262310949788258,2.1242589231699824,2.2194797338172663,0.8581367211131283,-0.13278886872353013,0.7253478523895964,4.630066545674531,0.5205686630369026,-0.4267997580157292,-1.1155474894131885
47,NOP,OKC,0.18911685994648053,1.4953018138566918,-1.0336009515313762,4.678531073446322,-1.2438299137674704,0.2795123401724666,-0.9643175735950038,3.376152245019327,0.4487065120428184,0.09574784418673765,-0.9090098126672608
48,NYK,ORL,-0.5032144944476897,-2.0465809468147356,-1.8918176504967832,-1.5642314436002067,1.4731151373465803,-1.5181180596142596,-0.04500292226767755,-5.035359438924605,-0.9038573933372298,0.1978375219170072,2.2273524254821773
49,OKC,PHI,-0.49274047186932535,-1.2458862673926419,-0.5553236539625033,-5.849425287356311,1.76194797338173,-0.7800967937084096,0.9818511796733205,-3.993042952208107,-0.21960072595281233,-1.3590441621294627,0.41923774954627646
