,HOME,AWAY,PTS,FG%,3P%,FT%,OREB,DREB,REB,AST,BLK,TOV,PF
0,ATL,BKN,4.524390243902431,1.4914634146341115,5.295121951219507,2.8390243902438783,-1.5975609756097562,-0.19512195121951592,-1.792682926829265,4.817073170731707,0.48780487804878003,0.41463414634146467,-1.487804878048781
1,BKN,BOS,-3.341463414634134,0.7939024390244214,0.10121951219512226,-0.8621951219512596,-0.7804878048780495,-0.7073170731707279,-1.4878048780487845,-3.573170731707318,0.5609756097560976,0.0,-1.939024390243901
2,BOS,CHA,7.207317073170728,2.369512195121949,1.3207317073170906,0.9170731707317401,1.0975609756097562,-1.3170731707317103,-0.21951219512195053,4.329268292682926,-1.8780487804878052,1.914634146341463,2.975609756097562
3,CHA,CHI,-6.6341463414634205,-2.2548780487804834,-4.06097560975611,-3.431707317073176,-1.6951219512195124,0.012195121951222632,-1.6829268292682897,-1.5487804878048763,-0.34146341463414576,-2.060975609756097,-0.012195121951219079
4,CHI,CLE,-2.3414634146341484,-1.5731707317073287,-1.017073170731713,3.67926829268292,0.5853658536585371,2.195121951219509,2.7804878048780495,-0.4024390243902438,1.6585365853658534,-0.3170731707317085,-0.1829268292682933
5,CLE,DAL,-2.08536585365853,-0.46219512195119705,1.4719512195122135,-1.1256097560975746,0.6463414634146343,0.04878048780487987,0.6951219512195124,-0.39024390243902474,-0.37804878048780477,1.3292682926829276,-1.6341463414634134
6,DAL,DEN,3.756097560975604,2.909756097560958,2.2012195121951237,2.354878048780492,-1.8780487804878057,-0.5487804878048763,-2.4268292682926855,0.7073170731707314,0.04878048780487809,-1.2682926829268286,-2.9024390243902474
7,DEN,DET,2.9634146341463463,0.14268292682928063,-1.259756097560981,2.9609756097561046,-0.47560975609756007,0.2804878048780495,-0.19512195121951237,0.20731707317073145,-0.19512195121951237,0.8170731707317067,3.9390243902439046
8,DET,GSW,-11.451219512195124,-4.621951219512212,-5.825609756097563,-6.418292682926818,2.414634146341463,-2.243902439024396,0.1707317073170742,-5.817073170731707,-1.3780487804878048,-1.048780487804878,-0.8414634146341484
9,GSW,HOU,6.024390243902445,3.451219512195145,4.940243902439015,4.946341463414626,-1.2804878048780495,2.3170731707317103,1.0365853658536608,5.2195121951219505,1.0853658536585362,-2.2073170731707332,-2.1341463414634134
10,HOU,IND,6.597560975609753,0.4073170731707165,-0.3658536585365795,-4.0,1.2439024390243905,-2.414634146341463,-1.1707317073170742,0.7682926829268304,0.39024390243902474,2.670731707317074,0.7439024390243922
11,IND,LAC,-9.390243902439025,-3.285365853658533,-2.034146341463412,4.646341463414629,0.8780487804878057,1.353658536585364,2.231707317073166,-3.3414634146341484,-0.4146341463414638,1.6463414634146343,-0.0853658536585371
12,LAC,LAL,8.268292682926827,3.78536585365854,3.2195121951219505,-2.723170731707313,-2.048780487804878,0.7804878048780495,-1.2682926829268268,3.8536585365853675,0.524390243902439,-0.9024390243902438,0.09756097560975618
13,LAL,MEM,0.13414634146342053,-2.3682926829268567,0.397560975609764,-4.082926829268317,1.1707317073170724,0.15853658536585158,1.3292682926829258,-0.7560975609756113,0.23170731707317138,-0.09756097560975618,2.1219512195121943
14,MEM,MIA,3.6341463414634063,0.26219512195123684,0.045121951219506684,3.7524390243902843,1.3292682926829276,2.109756097560979,3.439024390243901,1.8414634146341484,-0.30487804878048763,-1.463414634146341,-0.8414634146341484
15,MIA,MIL,-3.1585365853658516,-0.4036585365853611,-2.7975609756097697,-1.057317073170779,-1.573170731707318,-1.3780487804878057,-2.9512195121951166,-3.731707317073173,-0.37804878048780566,-1.939024390243901,-2.1707317073170707
16,MIL,MIN,0.08536585365854421,2.2036585365853725,3.8609756097561174,-2.102439024390222,-0.890243902439023,2.04878048780488,1.1585365853658516,1.9634146341463428,0.9268292682926833,1.7317073170731696,2.963414634146339
17,MIN,NOP,-1.5975609756097668,-1.9804878048780452,-4.628048780487816,2.545121951219542,0.08536585365853533,-2.621951219512198,-2.536585365853661,-0.426829268292682,-2.231707317073171,1.7560975609756095,0.5
18,NOP,NYK,7.463414634146346,2.869512195121935,1.8231707317073074,-1.90000000000002,0.9146341463414647,2.170731707317074,3.085365853658537,0.7317073170731696,1.560975609756098,-1.451219512195122,-2.902439024390244
19,NYK,OKC,-12.060975609756099,-1.8146341463414473,1.762195121951244,2.5841463414634376,-2.2560975609756113,-4.890243902439021,-7.146341463414636,0.7926829268292686,-0.8780487804878048,0.012195121951219079,-0.7439024390243887
20,OKC,ORL,8.256097560975618,-0.5634146341463477,-1.2219512195122135,0.4939024390243816,2.8048780487804894,2.890243902439021,5.695121951219512,-0.13414634146341342,1.7073170731707314,-0.19512195121951237,1.4024390243902438
