,HOME,AWAY,PTS,FG%,3P%,FT%,OREB,DREB,REB,AST,BLK,TOV,PF
0,ATL,BKN,2.4756097560975547,-0.10975609756096105,-0.18414634146339637,2.856097560975627,-0.09756097560975618,1.926829268292682,1.8292682926829258,3.987804878048781,0.18292682926829285,0.7317073170731714,-2.4390243902439046
1,BKN,BOS,2.2804878048780495,2.262195121951194,3.446341463414633,-3.101219512195101,-3.1585365853658534,-1.1951219512195088,-4.353658536585364,-0.1463414634146325,-0.3902439024390243,-0.8536585365853675,0.4146341463414629
2,BOS,CHA,-0.6097560975609753,-0.6414634146341385,-2.241463414634154,4.6560975609755815,2.487804878048781,-2.670731707317074,-0.18292682926828974,-0.634146341463417,-0.9512195121951219,3.060975609756099,3.04878048780488
3,CHA,CHI,3.1951219512195195,1.0134146341463648,0.2987804878048834,-4.226829268292647,-1.9634146341463428,0.5,-1.4634146341463463,-1.0,-0.03658536585365901,-2.597560975609756,-0.8780487804878057
4,CHI,CLE,-4.560975609756099,-0.45000000000002416,-0.817073170731696,3.162195121951214,-0.6341463414634134,0.6585365853658516,0.024390243902438158,1.487804878048781,1.4634146341463414,0.7317073170731696,-0.9146341463414629
5,CLE,DAL,-6.621951219512198,-3.696341463414633,-2.7036585365853796,-3.932926829268297,1.8170731707317067,1.4024390243902438,3.2195121951219505,-2.402439024390244,-0.6341463414634148,0.6463414634146343,0.048780487804876316
6,DAL,DEN,0.4634146341463463,2.7292682926829386,2.460975609756076,6.171951219512167,-2.060975609756097,-2.4756097560975583,-4.536585365853654,1.1829268292682933,-1.2560975609756095,-2.378048780487804,-3.0975609756097526
7,DEN,DET,3.329268292682926,0.018292682926819737,4.473170731707334,5.847560975609767,-2.2804878048780495,2.341463414634145,0.06097560975609895,1.512195121951219,0.7804878048780486,1.3658536585365848,2.7317073170731696
8,DET,GSW,-3.207317073170728,-1.5048780487804905,-6.658536585365852,-8.741463414634168,3.6585365853658534,-3.5853658536585336,0.07317073170731447,-2.414634146341463,-0.14634146341463428,-0.6585365853658534,-1.4390243902439046
9,GSW,HOU,-3.41463414634147,-1.1219512195121837,2.2451219512195024,4.21463414634151,-0.2926829268292668,0.26829268292682684,-0.024390243902438158,1.914634146341463,-0.6585365853658534,-0.926829268292682,1.3170731707317103
10,HOU,IND,10.926829268292678,2.3500000000000014,0.02804878048780779,-6.523170731707367,1.048780487804878,-0.4146341463414629,0.6341463414634134,1.2682926829268304,0.1829268292682924,1.0487804878048763,0.012195121951219079
11,IND,LAC,-11.182926829268283,-2.5329268292683196,0.5060975609756113,4.757317073170782,-0.29268292682926855,1.9878048780487774,1.6951219512195124,-4.451219512195124,0.5975609756097562,1.2317073170731714,-1.1219512195121943
12,LAC,LAL,4.975609756097555,2.4439024390244057,-2.5817073170731675,-2.6390243902439323,1.3780487804878039,0.5853658536585371,1.9634146341463392,0.12195121951219434,-0.5975609756097562,-1.2560975609756095,1.7073170731707314
13,LAL,MEM,6.804878048780495,-1.4378048780487802,2.515853658536585,2.1609756097560933,-2.5,1.146341463414636,-1.353658536585364,2.6097560975609753,0.8658536585365857,1.4024390243902438,0.7195121951219505
14,MEM,MIA,-6.048780487804876,-3.6524390243902403,-1.2243902439024268,-2.7121951219512255,3.939024390243903,1.573170731707318,5.512195121951223,-0.6707317073170707,0.09756097560975618,-1.073170731707318,-0.3414634146341484
15,MIA,MIL,6.7195121951219505,6.1999999999999815,0.7634146341463293,1.8609756097561103,-4.195121951219512,-0.02439024390244171,-4.2195121951219505,1.0609756097560954,-0.43902439024390283,-0.3170731707317067,-1.426829268292682
16,MIL,MIN,-11.451219512195124,-0.6036585365853568,1.8304878048780466,-3.628048780487788,-0.6463414634146343,-2.9878048780487774,-3.6341463414634205,-2.4756097560975583,1.2926829268292686,1.1707317073170724,2.54878048780488
17,MIN,NOP,7.207317073170728,-1.440243902439029,-3.4280487804878206,0.9365853658536452,1.1097560975609753,1.926829268292682,3.036585365853661,2.6585365853658516,-2.7560975609756095,0.15853658536585513,-4.304878048780488
18,NOP,NYK,1.1341463414634205,0.9658536585366164,0.35609756097562695,1.1841463414634177,0.7682926829268304,0.5975609756097562,1.3658536585365866,1.2682926829268304,1.9024390243902438,0.8048780487804876,0.5121951219512191
19,NYK,OKC,-7.573170731707322,-2.1646341463414913,0.45000000000000284,-4.418292682926818,-0.20731707317073145,-4.195121951219512,-4.402439024390247,-1.8658536585365866,-1.6341463414634143,-2.3536585365853657,-0.5243902439024417
